Date,USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM)
2019-07-26	1418.25	1420.4	1140.27	1144.7	1273.02	1275.95
2019-07-29	1418.95	1419.05	1150.91	1157.94	1275.78	1275.3
2019-07-30	1428.45	1425.9	1173.47	1171.95	1281.75	1279.6
2019-07-31	1430.55	1427.55	1175.48	1167.45	1283.2	1281.37
2019-08-01	1406.4	1406.8	1161.12	1161.74	1273.35	1273.29
2019-08-02	1436.05	1441.75	1184.17	1187.28	1294.02	1298.44
2019-08-05	1457.45	1465.25	1199.92	1203.85	1307.92	1310.23
2019-08-06	1461.85	1465.25	1199.59	1201.21	1304.85	1311.11
2019-08-07	1487.65	1506.05	1225.82	1239.33	1330.11	1341.44
2019-08-08	1497.4	1495.75	1230.26	1234.14	1335.08	1335.7
2019-08-09	1503.5	1497.7	1242.19	1240.99	1342.02	1338.05
2019-08-12	1501.95	1504.7	1244.82	1243.63	1343.64	1341.74
2019-08-13	1527.2	1498.4	1265.9	1240.38	1363.48	1338.67
2019-08-14	1500.35	1513.25	1241.69	1253.73	1341.61	1356.17
2019-08-15	1517.65	1515.65	1254.49	1250.26	1361.48	1363.78
2019-08-16	1509.05	1515.25	1242.55	1246.14	1361.46	1367.82
2019-08-19	1499.35	1496.6	1236.66	1235.29	1350.76	1348.89
2019-08-20	1502.65	1504.55	1242.69	1239.6	1356.44	1357.86
2019-08-21	1499.65	1503.25	1235.41	1238.53	1351.48	1354.43
2019-08-22	1498.7	1502.05	1234.63	1225.97	1351.98	1354.1
2019-08-23	1495.5	1503.8	1224.37	1228.91	1351.48	1357.63
2019-08-27	1531.85	1532.95	1250.91	1247.51	1378.97	1380.88
2019-08-28	1541.75	1537.15	1263.31	1258.77	1389.89	1387.43
2019-08-29	1536.65	1540.2	1260.51	1262.96	1387.29	1392.03
2019-08-30	1526.55	1528.4	1253.14	1251.15	1382.75	1383.51
2019-09-02	1523.35	1525.95	1260.42	1265.01	1388.69	1391.51
